Rec Id,Src Acct Code,Src Acct Desc,Xref Key,Acct Id,Property Id,Property Name,Acct Code,Acct Suffix,Acct Name,Multiplier,Created,Updated
"25,733",8L,REFUND AD JAL,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,734",90,Yolo County Tourism Bureau Tax,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,735",9B,AD FORFEIT JCB,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,736",9E,AD FORFEIT ENRT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,737",9L,AD FORFEIT JAL,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,738",ADMIN & LOSS,ADMIN & LOSS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,739",BF,BANQUET FOOD,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,740",BL,BANQUET LIQUOR,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,741",GL ADV TRANSFERS,GL ADV TRANSFERS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,742",GL BANQUET,GL BANQUET,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,743",GL BANQUET LIQUOR,GL BANQUET LIQUOR,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,744",GL DIRECT BILL,GL DIRECT BILL,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,745",GL MISCELLANEOUS,GL MISCELLANEOUS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,746",GL PHONE CHARGES,GL PHONE CHARGES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,747",GL ROOM CHARGE NO TAX,GL ROOM CHARGE NO TAX,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,748",GL ROOM TAX,GL ROOM TAX,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,749",PF,Pet Fee,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,750",RT,RESTAURANT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,751",RX,RESTAURANT TAX,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,752",CTS-Rev,CTS TRAVEL / UCD,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,753",CTS-Stat,CTS TRAVEL / UCD,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,754",GCC-Rev,GOLD CROWN CLUB MEMBERS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,755",GCC-Stat,GOLD CROWN CLUB MEMBERS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,756",GRP-Rev,GROUP SALES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,757",GRP-Stat,GROUP SALES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,758",UNIV-Rev,NEW UCD REFERRAL CODE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,759",UNIV-Stat,NEW UCD REFERRAL CODE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,760",DX,DB CREDIT,,450,0,,10003-657,,Deposits in Transit : BW Points/CLC/Travel Card Reimbursements,1.00,01/07/2021,02/24/2022
"25,761",VISA/MASTER,VISA/MASTER,,464,9,Lakeside Lodge & Suites,10210-678,,Cash in Bank : Cash in Checking-WFB-7252,-1.00,01/07/2021,11/22/2021
"25,762",CHECKS,CHECKS,,457,9,Lakeside Lodge & Suites,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,763",AMEX,AMEX,,464,9,Lakeside Lodge & Suites,10210-678,,Cash in Bank : Cash in Checking-WFB-7252,-1.00,01/07/2021,11/23/2021
"25,764",DISCOVER,DISCOVER,,464,9,Lakeside Lodge & Suites,10210-678,,Cash in Bank : Cash in Checking-WFB-7252,-1.00,01/07/2021,11/23/2021
"25,765",CASH,CASH,,457,9,Lakeside Lodge & Suites,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,766",CASH,CASH,,457,10,Crown City Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/19/2023
"25,767",101TTD-Stat,101 THINGS TO DO GUIDE,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,768",AE-Stat,ATHLETIC EVENT,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,769",CC-Stat,CHELAN CHAMBER,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,770",CG-Stat,CONFERENCE GROUP,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,771",CR-Stat,CENTRAL RESERVATIONS,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,772",CL-Stat,Corporate Lodging,,0,9,Lakeside Lodge & Suites,,,,1.00,10/26/2021,12/30/2021
"25,773",CL-Stat,Corporate Lodging,,0,1,Marina Beach Motel,,,,1.00,10/26/2021,12/30/2021
"25,774",FR-Stat,FRIEND REFFERED,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,775",WEB-Stat,WEBSITE,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,776",GLFPKG-Stat,GOLF PACKAGE,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,777",MBC-Stat,MILL BAY CASINO,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,778",RA-Stat,RADOI ADVERTISEMENT,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,779",RA-Stat,RADOI ADVERTISEMENT,,0,1,Marina Beach Motel,,,,1.00,11/16/2021,12/30/2021
"25,780",RETRET-Stat,RETREAT/GROUP,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,781",RR/G-Stat,REPEAT RETREAT/GROUP,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,782",SNO-MO-Stat,SNO-MO PACKAGES,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,783",ST-Stat,SEATTLE TIMES,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,784",YP-Stat,YELLOW PAGES,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,785",YP-Stat,YELLOW PAGES,,0,1,Marina Beach Motel,,,,1.00,11/16/2021,12/30/2021
"25,786",DRIVIN-Stat,DRIVING BY,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,787",NET-Stat,INTERNET,,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/30/2021
"25,788",NET-Stat,INTERNET,,0,1,Marina Beach Motel,,,,1.00,11/16/2021,12/30/2021
"25,789",9,ROOM TAX,,455,9,Lakeside Lodge & Suites,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/23/2021
"25,790",9,ROOM TAX,,455,8,El Bonita Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/23/2021
"25,791",CASH,CASH,,457,8,El Bonita Motel,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,792",CASH,CASH,,457,4,Best Western University Lodge,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,793",CHECKS,CHECKS,,457,8,El Bonita Motel,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,794",CHECKS,CHECKS,,457,10,Crown City Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/19/2023
"25,795",AMEX,AMEX,,490,8,El Bonita Motel,10172-755,,Cash in Bank : Cash in Ckg-EL BONITA INC-WFB-3541,-1.00,01/07/2021,10/12/2022
"25,796",AMEX,AMEX,,473,4,Best Western University Lodge,10270-687,,Cash in Bank : Cash in Checking-USB-4122,-1.00,01/07/2021,11/24/2021
"25,797",DISCOVER,DISCOVER,,490,8,El Bonita Motel,10172-755,,Cash in Bank : Cash in Ckg-EL BONITA INC-WFB-3541,-1.00,01/07/2021,10/12/2022
"25,798",DISCOVER,DISCOVER,,473,4,Best Western University Lodge,10270-687,,Cash in Bank : Cash in Checking-USB-4122,-1.00,01/07/2021,11/24/2021
"25,799",VISA/MASTER,VISA/MASTER,,490,8,El Bonita Motel,10172-755,,Cash in Bank : Cash in Ckg-EL BONITA INC-WFB-3541,-1.00,01/07/2021,10/12/2022
"25,800",VISA/MASTER,VISA/MASTER,,473,4,Best Western University Lodge,10270-687,,Cash in Bank : Cash in Checking-USB-4122,-1.00,01/07/2021,11/24/2021
"25,801",EXPDIA-Stat,EXPEDIA,,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/30/2021
"25,803",RACK-Stat,PUBLISHED RATES,,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/30/2021
"25,805",WALK-Stat,Walk In,,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/30/2021
"25,806",WALK-Stat,Walk In,,0,1,Marina Beach Motel,,,,1.00,11/16/2021,12/30/2021
"25,807",CIA-Stat,CULINARY INSTITUTE,,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/30/2021
"25,809",93,ADJ ROOM TAX,,455,8,El Bonita Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/23/2021
"25,810",GCC-Stat,GOLD CROWN CLUB MEMBERS,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,811",GRP-Stat,GROUP SALES,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,812",UCD-Stat,UC Davis,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,813",UNIV-Stat,NEW UCD REFERRAL CODE,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,814",CTS-Stat,CTS TRAVEL / UCD,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,815",CASH,CASH,,457,5,The Vine Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,816",CHECKS,CHECKS,,457,4,Best Western University Lodge,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/20/2021
"25,817",AH,CHECK-WALK IN,,0,4,Best Western University Lodge,,,,0.00,11/16/2021,02/21/2022
"25,818",PF,Pet Fee,,332,4,Best Western University Lodge,40120-635,,Revenues : Other Revenue,1.00,11/16/2021,11/24/2021
"25,819",GM-Stat,Government/Military,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,12/30/2021
"25,820",90,Yolo County Tourism Bureau Tax,,455,4,Best Western University Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,11/16/2021,11/24/2021
"25,821",93,ADJ ROOM TAX,,455,4,Best Western University Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/24/2021
"25,822",92,misc SALES TAX,,455,4,Best Western University Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,10/16/2023
"25,823",BAR-Stat,Best Available Rate,,0,5,The Vine Inn,,,,1.00,10/26/2021,12/30/2021
"25,824",CASH,CASH,,457,7,Best Western Plus Ponderay Mountain Lodge,60010-667,,Cash Over/Under,-1.00,01/07/2021,07/12/2021
"25,825",AMEX,AMEX,,458,5,The Vine Inn,10150-675,,Cash in Bank : Cash in Checking-WFB-3387,-1.00,01/07/2021,11/24/2021
"25,826",AMEX,AMEX,,487,10,Crown City Inn,10130-715,,Cash in Bank : Cash in Ckg-CROWN INC-WFB-3384,-1.00,01/07/2021,10/10/2023
"25,827",VISA/MASTER,VISA/MASTER,,458,5,The Vine Inn,10150-675,,Cash in Bank : Cash in Checking-WFB-3387,-1.00,01/07/2021,11/24/2021
"25,828",TONIGH-Stat,HOTEL TONIGHT,,0,1,Marina Beach Motel,,,,1.00,11/16/2021,12/30/2021
"25,829",DISCOVER,DISCOVER,,458,5,The Vine Inn,10150-675,,Cash in Bank : Cash in Checking-WFB-3387,-1.00,01/07/2021,12/01/2021
"25,830",DR,DB PAID DISCVR,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,12/06/2021
"25,831",DR,DB PAID DISCVR,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,12/06/2021
"25,832",CA,Refund Check,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,-1.00,01/20/2021,04/19/2022
"25,834",91A,ROOM TAX ADJ,,455,5,The Vine Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,12/06/2021
"25,835",91A,ROOM TAX ADJ,,455,1,Marina Beach Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,12/06/2021
"25,836",91,SALES TAX,,455,5,The Vine Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,12/06/2021
"25,837",D2,DB CONTROL,,0,4,Best Western University Lodge,,,,1.00,01/07/2021,02/24/2022
"25,839",CITY 017,CITY 017,AdvDepToGstLedger,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/13/2021
"25,840",91,SALES TAX,,455,7,Best Western Plus Ponderay Mountain Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,01/09/2023
"25,841",YELP-Rev,YELP,,0,0,,,,,1.00,12/17/2021,12/17/2021
"25,843",AMEX,AMEX,,467,7,Best Western Plus Ponderay Mountain Lodge,10230-681,,Cash in Bank : Cash in Checking-WFB-9428,-1.00,01/07/2021,12/28/2021
"25,844",CHECKS,CHECKS,,457,5,The Vine Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,845",CHECKS,CHECKS,,457,7,Best Western Plus Ponderay Mountain Lodge,60010-667,,Cash Over/Under,-1.00,01/07/2021,12/28/2021
"25,846",DISCOVER,DISCOVER,,467,7,Best Western Plus Ponderay Mountain Lodge,10230-681,,Cash in Bank : Cash in Checking-WFB-9428,-1.00,01/07/2021,12/28/2021
"25,848",VISA/MASTER,VISA/MASTER,,467,7,Best Western Plus Ponderay Mountain Lodge,10230-681,,Cash in Bank : Cash in Checking-WFB-9428,-1.00,01/07/2021,12/28/2021
"25,849",B.COM-Rev,BOOKING.COM,,0,0,,,,,1.00,01/03/2022,01/03/2022
"25,850",B.COM-Stat,BOOKING.COM,,0,0,,,,,1.00,01/03/2022,01/03/2022
"25,851",CRH-Rev,CAMPBELLS RESORT,,0,0,,,,,1.00,01/06/2022,01/06/2022
"25,852",CRH-Stat,CAMPBELLS RESORT,,0,0,,,,,1.00,01/06/2022,01/06/2022
"25,853",STKN-Rev,STEHEKIN,,0,0,,,,,1.00,01/31/2022,01/31/2022
"25,854",STKN-Stat,STEHEKIN,,0,0,,,,,1.00,01/31/2022,01/31/2022
"25,855",KV-Rev,KARMA VINYARDS,,0,0,,,,,1.00,02/01/2022,02/01/2022
"25,856",KV-Stat,KARMA VINYARDS,,0,0,,,,,1.00,02/01/2022,02/01/2022
"25,857",WINE-Rev,WINE TASTING/TOURS,,0,0,,,,,1.00,02/20/2022,02/20/2022
"25,858",WINE-Stat,WINE TASTING/TOURS,,0,0,,,,,1.00,02/20/2022,02/20/2022
"25,860",DW,DB WRITEOFF,GstWire,438,4,Best Western University Lodge,66000-371,,Bad Debt,-1.00,01/07/2021,02/23/2022
"25,863",LC,LOCAL CALLS,,332,8,El Bonita Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,02/23/2022
"25,865",LD,LONG DIST CALLS,,332,8,El Bonita Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,02/23/2022
"25,866",CITY LDGR,CITY LDGR,GstXfer,0,4,Best Western University Lodge,,,,1.00,02/23/2022,02/24/2022
"25,867",DW,DB WRITEOFF,GstWire,438,1,Marina Beach Motel,66000-371,,Bad Debt,-1.00,01/07/2021,02/23/2022
"25,868",GL ADV TRANSFERS,GL ADV TRANSFERS,,0,4,Best Western University Lodge,,,,1.00,11/16/2021,03/01/2022
"25,869",ADVANCE DEP,ADVANCE DEP,,0,0,,,,,1.00,02/25/2022,02/25/2022
"25,870",AC,Conf. Rm. Adjust (-),GstCash,0,1,Marina Beach Motel,,,,-1.00,10/26/2021,03/01/2022
"25,871",SB,SOUP BAR,,332,9,Lakeside Lodge & Suites,40120-635,,Revenues : Other Revenue,1.00,11/16/2021,03/01/2022
"25,872",ADVANCE DEP,ADVANCE DEP,AdvDepToGstLedger,0,4,Best Western University Lodge,,,,1.00,02/25/2022,03/02/2022
"25,873",AC,Conf. Rm. Adjust (-),GstCash,0,8,El Bonita Motel,,,,-1.00,10/26/2021,03/04/2022
"25,874",AMX,AMX,,0,0,,,,,1.00,03/09/2022,03/09/2022
"25,875",DRCT BILLS,DRCT BILLS,,0,0,,,,,1.00,03/09/2022,03/09/2022
"25,876",BWO,BW Overpayment,,332,0,,40120-635,,Revenues : Other Revenue,1.00,05/05/2022,05/05/2022
"25,877",92,misc SALES TAX,,455,7,Best Western Plus Ponderay Mountain Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,06/02/2022
"25,878",RAC,ROLLAWAY CHG,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,06/13/2022
"25,879",RAC,ROLLAWAY CHG,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,06/13/2022
"25,880",X3,EXTRA PERSON,,332,8,El Bonita Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,06/13/2022
"25,881",DISCVR,DISCVR,,0,0,,,,,1.00,06/25/2022,06/25/2022
"25,882",MI-Rev,Military/Veterans,,0,0,,,,,1.00,08/12/2022,08/12/2022
"25,883",MI-Stat,Military/Veterans,,0,0,,,,,1.00,08/12/2022,08/12/2022
"25,884",RCNT,Room Charge Non Taxable,,0,0,,,,,1.00,08/14/2022,08/14/2022
"25,885",4,ROOM RENT,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,886",BWP,BW Point Stay,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,887",FR,CANCEL FEES,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,888",MTG,Conference Room ,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,889",PKG,PACKAGES,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,890",SD,Security Deposit,GstCash,0,14,Bard's Inn,,,,-1.00,09/14/2022,03/08/2024
"25,891",SDR,Security Deposit Refund,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,892",SH,Shuttle Transportation,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,893",XH,Service dog,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,894",OSF-Rev,SHAKESPEARE FESTIVLE,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,895",OSF-Stat,SHAKESPEARE FESTIVLE,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,896",ROAD-Rev,ROAD CLOSUERS/WETHER,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,897",ROAD-Stat,ROAD CLOSUERS/WETHER,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,898",SCH-Rev,SCHOOL GROUP,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,899",SCH-Stat,SCHOOL GROUP,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,900",SENIOR-Rev,SENIOR,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,901",SENIOR-Stat,SENIOR,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,902",SPORT-Rev,SPORTING EVENT,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,903",SPORT-Stat,SPORTING EVENT,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,904",THEATR-Rev,THEATRE,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,905",THEATR-Stat,THEATRE,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,906",UNKNO-Rev,WUNKNOWN,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,907",UNKNO-Stat,WUNKNOWN,,0,0,,,,,1.00,09/14/2022,09/14/2022
"25,908",CSH,CSH,,0,0,,,,,1.00,09/16/2022,09/16/2022
"25,909",WED-Rev,WEDDING,,0,0,,,,,1.00,09/17/2022,09/17/2022
"25,910",WED-Stat,WEDDING,,0,0,,,,,1.00,09/17/2022,09/17/2022
"25,911",SOU-Rev,SOUTHERN OREGON UNIVERSITY,,0,0,,,,,1.00,09/18/2022,09/18/2022
"25,912",SOU-Stat,SOUTHERN OREGON UNIVERSITY,,0,0,,,,,1.00,09/18/2022,09/18/2022
"25,913",GG-Rev,GOLF GROUP,,0,0,,,,,1.00,09/29/2022,09/29/2022
"25,914",GG-Stat,GOLF GROUP,,0,0,,,,,1.00,09/29/2022,09/29/2022
"25,915",SD,Security Deposit,GstCash,0,15,Best Western Windsor Inn,,,,-1.00,09/14/2022,10/17/2022
"25,917",DBVS,DIRECT BILL PYMNT VISA,GstPMSMCV,0,0,,,,,-1.00,10/29/2021,12/15/2023
"25,918",SDR,Security Deposit Refund,GstCash,0,15,Best Western Windsor Inn,,,,-1.00,09/14/2022,10/17/2022
"25,919",SDR,Security Deposit Refund,GstCash,0,1,Marina Beach Motel,,,,-1.00,09/14/2022,10/17/2022
"25,920",94,ROOM TAX,,455,15,Best Western Windsor Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,11/16/2021,10/17/2022
"25,922",CITY 016,CITY 016,GstXfer,0,15,Best Western Windsor Inn,,,,1.00,11/16/2021,10/17/2022
"25,924",CASH,CASH,,457,15,Best Western Windsor Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/17/2022
"25,926",DISCOVER,DISCOVER,,494,15,Best Western Windsor Inn,10290-707,,Cash in Bank : Cash in Ckg-WINDSOR INC-USB-0436,-1.00,01/07/2021,10/17/2022
"25,927",CHECKS,CHECKS,,457,15,Best Western Windsor Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/17/2022
"25,929",VISA/MASTER,VISA/MASTER,,494,15,Best Western Windsor Inn,10290-707,,Cash in Bank : Cash in Ckg-WINDSOR INC-USB-0436,-1.00,01/07/2021,10/17/2022
"25,930",VISA/MASTER,VISA/MASTER,,476,14,Bard's Inn,10070-696,,Cash in Bank : Cash in Ckg-BARDS INC-WFB-7278,-1.00,01/07/2021,10/17/2022
"25,932",DISCOVER,DISCOVER,,476,14,Bard's Inn,10070-696,,Cash in Bank : Cash in Ckg-BARDS INC-WFB-7278,-1.00,01/07/2021,10/17/2022
"25,933",CHECKS,CHECKS,,457,14,Bard's Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/17/2022
"25,935",AMEX,AMEX,,494,15,Best Western Windsor Inn,10290-707,,Cash in Bank : Cash in Ckg-WINDSOR INC-USB-0436,-1.00,01/07/2021,10/17/2022
"25,936",AMEX,AMEX,,476,14,Bard's Inn,10070-696,,Cash in Bank : Cash in Ckg-BARDS INC-WFB-7278,-1.00,01/07/2021,10/17/2022
"25,937",CASH,CASH,,457,14,Bard's Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/17/2022
"25,938",BWP,BW Point Stay,,216,15,Best Western Windsor Inn,40110-634,18,Revenue - Direct Booking,1.00,09/14/2022,10/17/2022
"25,940",AC,Conf. Rm. Adjust (-),GstCash,0,15,Best Western Windsor Inn,,,,-1.00,10/26/2021,10/21/2022
"25,941",AC,Conf. Rm. Adjust (-),GstCash,0,4,Best Western University Lodge,,,,-1.00,10/26/2021,10/21/2022
"25,943",90,Yolo County Tourism Bureau Tax,,455,15,Best Western Windsor Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,11/16/2021,10/21/2022
"25,945",X3,EXTRA PERSON,,332,15,Best Western Windsor Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/21/2022
"25,947",X9,1xBLANKET,,332,15,Best Western Windsor Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,10/21/2022
"25,948",CITY 017,CITY 017,AdvDepToGstLedger,0,15,Best Western Windsor Inn,,,,1.00,11/16/2021,10/21/2022
"25,949",DMG,RM DMGS or EXTRA CLNG,,332,0,,40120-635,,Revenues : Other Revenue,1.00,10/24/2022,10/24/2022
"25,950",EARL,Early Check in Beginnin at 12P,,332,15,Best Western Windsor Inn,40120-635,,Revenues : Other Revenue,1.00,11/11/2022,11/15/2022
"25,951",PTTX,Pet Fee City Tax,,0,0,,,,,1.00,01/04/2023,01/04/2023
"25,952",TOT,TOT on Extras,,0,0,,,,,1.00,01/04/2023,01/04/2023
"25,953",PTTX,Pet Fee City Tax,,455,1,Marina Beach Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/04/2023,01/04/2023
"25,954",Phone-Rev,Telephone reservation,,0,0,,,,,1.00,01/07/2023,01/07/2023
"25,955",Phone-Stat,Telephone reservation,,0,0,,,,,1.00,01/07/2023,01/07/2023
"25,956",PET1,ONE PET FEE,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2023,10/10/2023
"25,957",PET2,TWO PETS FEE,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2023,10/10/2023
"25,958",PET3,THREE PETS FEE,,332,14,Bard's Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2023,11/21/2023
"25,959",SMKG,SMOKING FEE,,0,0,,,,,1.00,01/07/2023,01/07/2023
"25,960",PET1,ONE PET FEE,,332,14,Bard's Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2023,01/09/2023
"25,962",PET2,TWO PETS FEE,,332,14,Bard's Inn,40120-635,,Revenues : Other Revenue,1.00,01/07/2023,01/09/2023
"25,963",91,SALES TAX,,455,14,Bard's Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,01/09/2023
"25,964",Email-Rev,Email request,,0,0,,,,,1.00,01/10/2023,01/10/2023
"25,965",Email-Stat,Email request,,0,0,,,,,1.00,01/10/2023,01/10/2023
"25,966",Third-Rev,3rd-party reservation,,0,0,,,,,1.00,01/10/2023,01/10/2023
"25,967",Third-Stat,3rd-party reservation,,0,0,,,,,1.00,01/10/2023,01/10/2023
"25,968",APTX,Adj Pet Fee + Tax,,0,0,,,,,1.00,01/11/2023,01/11/2023
"25,969",APTX,Adj Pet Fee + Tax,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/11/2023,01/11/2023
"25,970",WSVG-Rev,WASH. ST. VISTORS GUIDE,,0,0,,,,,1.00,04/17/2023,04/17/2023
"25,971",WSVG-Stat,WASH. ST. VISTORS GUIDE,,0,0,,,,,1.00,04/17/2023,04/17/2023
"25,972",WI/PH-Rev,Walk-in/Phone Call,,0,0,,,,,1.00,04/19/2023,04/19/2023
"25,973",WI/PH-Stat,Walk-in/Phone Call,,0,0,,,,,1.00,04/19/2023,04/19/2023
"25,974",BRO-Rev,BROCHURE,,0,0,,,,,1.00,04/27/2023,04/27/2023
"25,975",BRO-Stat,BROCHURE,,0,0,,,,,1.00,04/27/2023,04/27/2023
"25,976",SPC-Rev,Special,,0,0,,,,,1.00,04/29/2023,04/29/2023
"25,977",SPC-Stat,Special,,0,0,,,,,1.00,04/29/2023,04/29/2023
"25,978",BB-Rev,Booking Button,,0,0,,,,,1.00,05/17/2023,05/17/2023
"25,979",BB-Stat,Booking Button,,0,0,,,,,1.00,05/17/2023,05/17/2023
"25,980",CLC-,CLC Overpayment,,0,0,,,,,1.00,05/19/2023,05/19/2023
"25,981",ECIN,EARLY CHECK IN,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,05/20/2023,11/21/2023
"25,982",WARR-Rev,Warren Comp,,0,0,,,,,1.00,09/23/2023,09/23/2023
