Rec Id,Src Acct Code,Src Acct Desc,Xref Key,Acct Id,Property Id,Property Name,Acct Code,Acct Suffix,Acct Name,Multiplier,Created,Updated
"25,475",GL ROOM REV,GL ROOM REV,,0,6,Sawtooth Inn,,,,1.00,03/23/2021,10/21/2021
"25,476",GL ROOM TAX REV,GL ROOM TAX REV,,0,6,Sawtooth Inn,,,,1.00,03/23/2021,10/21/2021
"25,477",AMEX,AMEX,,470,6,Sawtooth Inn,10250-684,,Cash in Bank : Cash in Checking-WFB-2478,-1.00,01/07/2021,10/21/2021
"25,478",CASH,CASH,,457,6,Sawtooth Inn,60010-667,,Cash Over/Under,-1.00,01/07/2021,10/21/2021
"25,479",DINERS CARD,DINERS CARD,,470,6,Sawtooth Inn,10250-684,,Cash in Bank : Cash in Checking-WFB-2478,-1.00,01/07/2021,10/21/2021
"25,480",DISCOVER,DISCOVER,,470,6,Sawtooth Inn,10250-684,,Cash in Bank : Cash in Checking-WFB-2478,-1.00,01/07/2021,10/21/2021
"25,481",VISA/MASTER,VISA/MASTER,,470,6,Sawtooth Inn,10250-684,,Cash in Bank : Cash in Checking-WFB-2478,-1.00,01/07/2021,10/21/2021
"25,482",X1,ROLLAWAY,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,483",X2,CRIB,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,484",X3,EXTRA PERSON,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,485",X4,PET CHARGE,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,486",X5,Bouquet,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,487",X6,Truffles,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,488",X7,Bouquet and Truffles,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/22/2021
"25,489",bear,Bear World Ticket Sales,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/22/2021
"25,490",Pet,PET CHARGE,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/22/2021
"25,491",PT,PET DEPOSIT,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/22/2021
"25,492",Roll,ROLLAWAY,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/22/2021
"25,493",SHIP,Shipping Guest Items,,0,3,Driftwood Inn,,,,1.00,01/20/2021,10/22/2021
"25,494",SN,Snack Shop,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/22/2021
"25,495",Corp-Stat,Corporate Travel,,0,6,Sawtooth Inn,,,,1.00,01/20/2021,12/30/2021
"25,497",AAA-stat,AAA,,0,6,Sawtooth Inn,,,,1.00,01/07/2021,12/30/2021
"25,498",MA,misc.ADJ TAXBLE,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/26/2021
"25,499",MA,misc.ADJ TAXBLE,,332,1,Marina Beach Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,10/26/2021
"25,500",Roll,ROLLAWAY,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,01/20/2021,10/26/2021
"25,501",8G,REFUND AD DINER,GstPMSDI,0,7,Best Western Plus Ponderay Mountain Lodge,,,,-1.00,01/19/2021,10/26/2021
"25,503",DBAX,PAYMENT AMEX,GstPMSAX,0,7,Best Western Plus Ponderay Mountain Lodge,,,,-1.00,01/20/2021,02/21/2022
"25,504",DBAX,PAYMENT AMEX,,0,1,Marina Beach Motel,,,,-1.00,01/20/2021,10/26/2021
"25,505",BW-Stat,Best Western Member,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,01/20/2021,12/30/2021
"25,506",2PK1,Birthday Package,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,507",91,SALES TAX,,455,9,Lakeside Lodge & Suites,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,12/06/2021
"25,508",AC,Conf. Rm. Adjust (-),,0,0,,,,,-1.00,10/26/2021,03/04/2022
"25,509",ACA,CONF ALCOHOL ADJUST (-),,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,510",ACRF,Conf Rm Food Adjust (-),,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,511",ALT,Lodging Tax Adjust (-),,455,6,Sawtooth Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,11/22/2021
"25,512",BK,Breakfast,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,01/28/2022
"25,513",C G,Conf. Gratuity,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,514",CAN,CONF. ALC. NONTAXABLE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,515",CE,CONF. EQUIPMENT,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,516",CEN,CONF. EQUIP. NONTAXABLE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,517",CF,CONF. FOOD,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,518",CFN,CONF. RM NONTAXABLE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,519",CFNT,Conf. Fd Nontaxable,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,520",CM,CONF. MISC.,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,521",CMN,CONF. MISC. NONTAXABLE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,522",DAX,DB American Express,GstPMSAX,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,523",DBR,DB Refund,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,524",DBRV,DB Refund V/MC,GstPMSMCV,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,525",DVM,DB PYMT V/MC,GstPMSMCV,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,526",GL CASH & CHECKS,GL CASH & CHECKS,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,527",GL CREDIT CARDS,GL CREDIT CARDS,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,528",GL DIRECT BILL XFERS,GL DIRECT BILL XFERS,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,529",GL MEETING ROOM,GL MEETING ROOM,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,530",GL ROOM CHARGE TAX,GL ROOM CHARGE TAX,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,531",GL ROOM CHARGES,GL ROOM CHARGES,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,532",HT,HOUSEKEEPING TIP,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,533",MAN,MISC ADJUST NONTX,,332,0,,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,11/22/2021
"25,534",MEET,MEETING ROOM CHARGE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,535",MT,Misc. Taxable,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,01/28/2022
"25,536",PA,PHONE ADMIN,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,537",PAX,PAYMENT AMEX,GstPMSAX,0,6,Sawtooth Inn,,,,-1.00,10/26/2021,10/29/2021
"25,538",PCK,PAYMENT CHECK,GstCheck,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,539",PDC,PAYMENT DISCOVR,GstPMSDV,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,540",PDN,PAYMENT DINERS,GstPMSDI,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,541",PJCB,PAYMENT JCB,,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,542",PL,PHONE LOSS (LD),,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,543",PUC,PHONE USE CHARGE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,544",PV,PAYMENT VISA/MC,GstPMSMCV,0,6,Sawtooth Inn,,,,-1.00,10/26/2021,10/29/2021
"25,545",RAC,ROLLAWAY CHG,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,546",REFC,REFUND CASH,GstCash,0,0,,,,,-1.00,10/26/2021,11/22/2021
"25,547",SF,SAFE,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,548",SHA,Social Hour Adjust (-),,497,6,Sawtooth Inn,40121-724,,Revenues: Other Revenue: Alcohol Sales,1.00,10/26/2021,10/24/2022
"25,549",SHC,Social Hour Charge,,497,6,Sawtooth Inn,40121-724,,Revenues: Other Revenue: Alcohol Sales,1.00,10/26/2021,10/24/2022
"25,550",STA,Sales Tax Adjust (-),,455,6,Sawtooth Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,10/16/2023
"25,551",STMP,Stamps Nontaxable,,332,0,,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,02/11/2025
"25,552",SUSA,Sundries Shop Adjust (-),,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,01/28/2022
"25,553",SUSC,Sundries Shop Charge,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,01/28/2022
"25,554",TC,Travel Card Pymnt,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,555",X10,2xBLANKET,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,556",X11,1xPILLOW,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,11/21/2023
"25,557",X12,2xPILLOW,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,11/21/2023
"25,558",X13,Cash Pymnt,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,559",X14,Pet Charge,,332,6,Sawtooth Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,06/10/2024
"25,560",X8,TUB SEAT,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,561",X9,1xBLANKET,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,562",AARP-Rev,AARP/Senior,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,563",AARP-Stat,AARP/Senior,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,564",BAR-Rev,Best Available Rate,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,565",BAR-Stat,Best Available Rate,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,566",CL-Rev,Corporate Lodging,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,567",CL-Stat,Corporate Lodging,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,568",CRS-Rev,CRS,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,569",CRS-Stat,CRS,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,570",EMP-Rev,Employee,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,571",EMP-Stat,Employee,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,572",GOVT-Rev,Government,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,573",GOVT-Stat,Government,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,574",GROUP-Rev,Group,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,575",GROUP-Stat,Group,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,576",MLTRY-Rev,Military,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,577",MLTRY-Stat,Military,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,578",TRKR-Rev,Trucker,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,579",TRKR-Stat,Trucker,,0,0,,,,,1.00,10/26/2021,10/26/2021
"25,580",MEET,MEETING ROOM CHARGE,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,10/26/2021
"25,581",91,SALES TAX,,455,6,Sawtooth Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,10/16/2023
"25,582",91,SALES TAX,,455,1,Marina Beach Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,10/16/2023
"25,587",AARP-Stat,AARP/Senior,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,588",BAR-Stat,Best Available Rate,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,589",CL-Stat,Corporate Lodging,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,590",CRS-Stat,CRS,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,591",EMP-Stat,Employee,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,592",GOVT-Stat,Government,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,593",GROUP-Stat,Group,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,594",MLTRY-Stat,Military,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,595",TRKR-Stat,Trucker,,0,6,Sawtooth Inn,,,,1.00,10/26/2021,12/30/2021
"25,598",91A,ROOM TAX ADJ,,455,7,Best Western Plus Ponderay Mountain Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,05/24/2022
"25,599",92A,SALES TAX ADJ,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,600",95,CITY LOCAL OPTION TAX,,455,7,Best Western Plus Ponderay Mountain Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,11/01/2021
"25,601",9A,ROOM TAX ADJ,,455,5,The Vine Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,12/06/2021
"25,602",BW,REIMBURSEMENTS,,450,7,Best Western Plus Ponderay Mountain Lodge,10003-657,,Deposits in Transit : BW Points/CLC/Travel Card Reimbursements,1.00,10/29/2021,11/02/2021
"25,603",COF,COFFEE SERVICE,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,10/29/2021,11/01/2021
"25,604",COMP,COMP ROOM REV,,331,0,,40110-634,,Revenues : Room Revenue,1.00,10/29/2021,03/10/2025
"25,605",DBVS,DIRECT BILL PYMNT VISA,GstPMSMCV,0,7,Best Western Plus Ponderay Mountain Lodge,,,,-1.00,10/29/2021,02/21/2022
"25,606",GIFT,GIFT,,0,0,,,,,1.00,10/29/2021,10/16/2023
"25,607",MOV,IN-ROOM MOVIES CHRGS,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,608",MTRM,MEETING ROOM,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,10/29/2021,11/01/2021
"25,609",REST,RESTAURANT,,500,10,Crown City Inn,20300-815,,Restaurant Charge Payable,1.00,10/29/2021,10/16/2023
"25,610",SUN,SUNDRIES,,332,7,Best Western Plus Ponderay Mountain Lodge,40120-635,,Revenues : Other Revenue,1.00,10/29/2021,11/01/2021
"25,611",CO-Rev,Corporate,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,612",CO-Stat,Corporate,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,613",DI-Rev,Discount AAA AARP,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,614",DI-Stat,Discount AAA AARP,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,615",GOV-Rev,Government Employees,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,616",GOV-Stat,Government Employees,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,617",GR-Rev,group,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,618",GR-Stat,group,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,619",HU-Rev,House Use,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,620",HU-Stat,House Use,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,621",IN-Rev,Incentive,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,622",IN-Stat,Incentive,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,623",LE-Rev,Leisure,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,624",LE-Stat,Leisure,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,625",LN-Rev,Locally Negotiated Rates,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,626",LN-Stat,Locally Negotiated Rates,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,627",RR-Rev,Rack Rate,,0,0,,,,,1.00,10/29/2021,10/29/2021
"25,628",RR-Stat,Rack Rate,,0,7,Best Western Plus Ponderay Mountain Lodge,,,,1.00,10/29/2021,12/30/2021
"25,629",92A,SALES TAX ADJ,,455,7,Best Western Plus Ponderay Mountain Lodge,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,05/24/2022
"25,630",92A,SALES TAX ADJ,,455,1,Marina Beach Motel,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/29/2021,10/16/2023
"25,631",GM-Rev,Government/Military,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,632",GM-Stat,Government/Military,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,633",UCD-Rev,UC Davis,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,634",UCD-Stat,UC Davis,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,635",WALK-Rev,Walk In,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,636",WALK-Stat,Walk In,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,637",94,ROOM TAX,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,638",9C,AD FORFEIT CASH,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,639",9G,AD FORFEIT DINR,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,640",9H,AD FORFEIT CHCK,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,641",9I,AD FORFEIT DISC,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,642",9V,AD FORFEIT VISA,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,643",AH,CHECK-WALK IN,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,644",CITY 002,CITY 002,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,645",CITY 016,CITY 016,GstXfer,0,8,El Bonita Motel,,,,1.00,11/16/2021,02/21/2022
"25,646",CITY 017,CITY 017,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,647",CITY 018,CITY 018,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,648",DP,DB PYMT CASH,GstCash,0,8,El Bonita Motel,,,,-1.00,11/16/2021,02/21/2022
"25,649",GUEST 001,GUEST 001,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,650",GUEST 002,GUEST 002,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,651",GUEST 003,GUEST 003,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,652",GUEST 010,GUEST 010,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,653",GUEST 011,GUEST 011,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,654",GUEST 020,GUEST 020,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,655",GUEST 021,GUEST 021,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,656",GUEST 024,GUEST 024,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,657",GUEST 025,GUEST 025,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,658",MM,MAT  MAP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,659",NG,NAPA GUIDE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,660",PO,PAID OUT OFFICE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,661",TM,TOUR MAP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,662",X,EXTRAS,,332,0,,40120-635,,Revenues : Other Revenue,1.00,11/16/2021,11/22/2021
"25,663",BOOKC-Rev,MBOOKING.COM,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,664",BOOKC-Stat,MBOOKING.COM,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,665",CIA-Rev,CULINARY INSTITUTE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,666",CIA-Stat,CULINARY INSTITUTE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,667",EXPDIA-Rev,EXPEDIA,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,668",EXPDIA-Stat,EXPEDIA,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,669",INT-Rev,INTERNET,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,670",INT-Stat,INTERNET,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,671",RACK-Rev,PUBLISHED RATES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,672",RACK-Stat,PUBLISHED RATES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,673",TONIGH-Rev,HOTEL TONIGHT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,674",TONIGH-Stat,HOTEL TONIGHT,,0,8,El Bonita Motel,,,,1.00,11/16/2021,12/30/2021
"25,675",86,ADV DEPOSIT FORFIET,,332,9,Lakeside Lodge & Suites,40120-635,,Revenues : Other Revenue,1.00,11/16/2021,05/24/2022
"25,676",87,ADV DEP FORFIET ADJ,,332,9,Lakeside Lodge & Suites,40120-635,,Revenues : Other Revenue,1.00,11/16/2021,05/24/2022
"25,677",ADV DEP XFERS,ADV DEP XFERS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,678",ADV DEPOSIT,ADV DEPOSIT,AdvDepToGstLedger,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/01/2021
"25,679",CHECK,CHECK,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,680",DCA,DB PAID CASH,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,681",DINERS,DINERS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,682",DIRECT BILLS,DIRECT BILLS,GstXfer,0,9,Lakeside Lodge & Suites,,,,1.00,11/16/2021,12/01/2021
"25,683",GIFT CERT CONTROL,GIFT CERT CONTROL,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,684",GU,GIFT CERT USED,GstCash,0,9,Lakeside Lodge & Suites,,,,-1.00,11/16/2021,05/24/2022
"25,685",JCB,JCB,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,686",LOSS,LOSS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,687",MISC REVENUE,MISC REVENUE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,688",PHONE EREVNUE,PHONE EREVNUE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,689",REVENUE TAXES,REVENUE TAXES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,690",ROOM REVENUE,ROOM REVENUE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,691",SB,SOUP BAR,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,692",SW,SLIDE WATER TICKETS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,693",VISA/MC,VISA/MC,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,694",101TTD-Rev,101 THINGS TO DO GUIDE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,695",101TTD-Stat,101 THINGS TO DO GUIDE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,696",AE-Rev,ATHLETIC EVENT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,697",AE-Stat,ATHLETIC EVENT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,698",CC-Rev,CHELAN CHAMBER,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,699",CC-Stat,CHELAN CHAMBER,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,700",CG-Rev,CONFERENCE GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,701",CG-Stat,CONFERENCE GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,702",CR-Rev,CENTRAL RESERVATIONS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,703",CR-Stat,CENTRAL RESERVATIONS,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,704",DRIVIN-Rev,DRIVING BY,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,705",DRIVIN-Stat,DRIVING BY,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,706",FR-Rev,FRIEND REFFERED,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,707",FR-Stat,FRIEND REFFERED,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,708",GLFPKG-Rev,GOLF PACKAGE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,709",GLFPKG-Stat,GOLF PACKAGE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,710",MBC-Rev,MILL BAY CASINO,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,711",MBC-Stat,MILL BAY CASINO,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,712",NET-Rev,INTERNET,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,713",NET-Stat,INTERNET,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,714",RA-Rev,RADOI ADVERTISEMENT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,715",RA-Stat,RADOI ADVERTISEMENT,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,716",RETRET-Rev,RETREAT/GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,717",RETRET-Stat,RETREAT/GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,718",RR/G-Rev,REPEAT RETREAT/GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,719",RR/G-Stat,REPEAT RETREAT/GROUP,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,720",SNO-MO-Rev,SNO-MO PACKAGES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,721",SNO-MO-Stat,SNO-MO PACKAGES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,722",ST-Rev,SEATTLE TIMES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,723",ST-Stat,SEATTLE TIMES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,724",WEB-Rev,WEBSITE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,725",WEB-Stat,WEBSITE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,726",YP-Rev,YELLOW PAGES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,727",YP-Stat,YELLOW PAGES,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,728",2,RM CHG,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,729",5,RM CHG EXEMPT,,216,4,Best Western University Lodge,40110-634,18,Revenue - Direct Booking,1.00,11/16/2021,12/01/2021
"25,730",7E,ADV DEP ENROUTE,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,731",7L,ADV DEP JAL,,0,0,,,,,1.00,11/16/2021,11/16/2021
"25,732",8E,REFUND AD ENRTE,,0,0,,,,,1.00,11/16/2021,11/16/2021
